#      date    value 
 1983-01-01        0 
 1983-01-02        0 
 1983-01-03        0 
 1983-01-04    0.125 
 1983-01-05        0 
 1983-01-06        0 
 1983-01-07        0 
 1983-01-08        0 
 1983-01-09        0 
 1983-01-10        0 
 1983-01-11        0 
 1983-01-12        0 
 1983-01-13        0 
 1983-01-14        0 
 1983-01-15        0 
 1983-01-16        0 
 1983-01-17   0.0625 
 1983-01-18        0 
 1983-01-19        0 
 1983-01-20        0 
 1983-01-21        0 
 1983-01-22        0 
 1983-01-23        0 
 1983-01-24        0 
 1983-01-25        0 
 1983-01-26        0 
 1983-01-27        0 
 1983-01-28        0 
 1983-01-29   0.0625 
 1983-01-30    1.125 
 1983-01-31    0.875 
 1983-02-01        0 
 1983-02-02        0 
 1983-02-03        0 
 1983-02-04        0 
 1983-02-05     0.75 
 1983-02-06      2.5 
 1983-02-07     0.25 
 1983-02-08        0 
 1983-02-09        0 
 1983-02-10        0 
 1983-02-11        0 
 1983-02-12        0 
 1983-02-13        0 
 1983-02-14    1.375 
 1983-02-15    1.875 
 1983-02-16        0 
 1983-02-17        0 
 1983-02-18        0 
 1983-02-19        0 
 1983-02-20        0 
 1983-02-21        0 
 1983-02-22        0 
 1983-02-23        0 
 1983-02-24    0.875 
 1983-02-25   1.8125 
 1983-02-26        0 
 1983-02-27        0 
 1983-02-28        0 
 1983-03-01        0 
 1983-03-02    0.375 
 1983-03-03        0 
 1983-03-04        0 
 1983-03-05        0 
 1983-03-06        0 
 1983-03-07        0 
 1983-03-08        0 
 1983-03-09        0 
 1983-03-10        0 
 1983-03-11        0 
 1983-03-12        0 
 1983-03-13        0 
 1983-03-14        0 
 1983-03-15        0 
 1983-03-16     7.75 
 1983-03-17        0 
 1983-03-18        0 
 1983-03-19        0 
 1983-03-20        0 
 1983-03-21        0 
 1983-03-22        0 
 1983-03-23        0 
 1983-03-24        0 
 1983-03-25        0 
 1983-03-26        0 
 1983-03-27   0.0625 
 1983-03-28        0 
 1983-03-29   6.1875 
 1983-03-30        0 
 1983-03-31        0 
 1983-04-01   0.1875 
 1983-04-02        0 
 1983-04-03        0 
 1983-04-04        0 
 1983-04-05      1.5 
 1983-04-06    1.625 
 1983-04-07   1.8125 
 1983-04-08   0.3125 
 1983-04-09     1.25 
 1983-04-10        0 
 1983-04-11        0 
 1983-04-12        0 
 1983-04-13        0 
 1983-04-14        0 
 1983-04-15        0 
 1983-04-16        0 
 1983-04-17        0 
 1983-04-18        0 
 1983-04-19   0.0625 
 1983-04-20   4.1875 
 1983-04-21        0 
 1983-04-22        0 
 1983-04-23        0 
 1983-04-24        0 
 1983-04-25        0 
 1983-04-26    0.125 
 1983-04-27    1.625 
 1983-04-28        0 
 1983-04-29        0 
 1983-04-30    2.625 
 1983-05-01     2.25 
 1983-05-02   7.3125 
 1983-05-03   0.0625 
 1983-05-04        0 
 1983-05-05   1.4375 
 1983-05-06    1.375 
 1983-05-07        0 
 1983-05-08        0 
 1983-05-09        0 
 1983-05-10        0 
 1983-05-11   0.4375 
 1983-05-12   0.3125 
 1983-05-13        0 
 1983-05-14        0 
 1983-05-15        0 
 1983-05-16    0.125 
 1983-05-17   0.0625 
 1983-05-18    0.125 
 1983-05-19        0 
 1983-05-20        0 
 1983-05-21        0 
 1983-05-22        0 
 1983-05-23    1.125 
 1983-05-24        0 
 1983-05-25   0.1875 
 1983-05-26   2.8125 
 1983-05-27        0 
 1983-05-28        0 
 1983-05-29        0 
 1983-05-30   0.4375 
 1983-05-31   3.1875 
 1983-06-01   40.125 
 1983-06-02   6.5625 
 1983-06-03      0.5 
 1983-06-04    3.375 
 1983-06-05   4.5625 
 1983-06-06    0.625 
 1983-06-07        0 
 1983-06-08        0 
 1983-06-09        0 
 1983-06-10        0 
 1983-06-11        0 
 1983-06-12        0 
 1983-06-13        0 
 1983-06-14        0 
 1983-06-15     0.25 
 1983-06-16     15.5 
 1983-06-17   46.875 
 1983-06-18    4.125 
 1983-06-19    2.625 
 1983-06-20        0 
 1983-06-21  14.8125 
 1983-06-22   0.3125 
 1983-06-23        0 
 1983-06-24   11.375 
 1983-06-25   1.9375 
 1983-06-26   2.0625 
 1983-06-27    44.75 
 1983-06-28       17 
 1983-06-29   4.1875 
 1983-06-30      3.5 
 1983-07-01  16.0625 
 1983-07-02     2.25 
 1983-07-03   1.8125 
 1983-07-04        0 
 1983-07-05        0 
 1983-07-06        0 
 1983-07-07  19.3125 
 1983-07-08   9.3125 
 1983-07-09   1.9375 
 1983-07-10   0.0625 
 1983-07-11        0 
 1983-07-12        0 
 1983-07-13        0 
 1983-07-14        0 
 1983-07-15        0 
 1983-07-16   0.1875 
 1983-07-17   0.0625 
 1983-07-18   0.1875 
 1983-07-19        0 
 1983-07-20        0 
 1983-07-21        0 
 1983-07-22        0 
 1983-07-23  42.6875 
 1983-07-24  22.0625 
 1983-07-25  14.1875 
 1983-07-26      4.5 
 1983-07-27        0 
 1983-07-28        0 
 1983-07-29  13.4375 
 1983-07-30   0.1875 
 1983-07-31     3.25 
 1983-08-01   0.5625 
 1983-08-02   4.8125 
 1983-08-03      0.5 
 1983-08-04       17 
 1983-08-05      0.5 
 1983-08-06     0.25 
 1983-08-07   0.1875 
 1983-08-08        0 
 1983-08-09        0 
 1983-08-10        0 
 1983-08-11   11.875 
 1983-08-12    4.375 
 1983-08-13      4.5 
 1983-08-14   0.1875 
 1983-08-15        0 
 1983-08-16        0 
 1983-08-17    5.875 
 1983-08-18   0.0625 
 1983-08-19   4.8125 
 1983-08-20   2.9375 
 1983-08-21    0.125 
 1983-08-22       16 
 1983-08-23   5.6875 
 1983-08-24   1.9375 
 1983-08-25   0.6875 
 1983-08-26    3.125 
 1983-08-27     2.75 
 1983-08-28   8.6875 
 1983-08-29      2.5 
 1983-08-30   5.1875 
 1983-08-31   5.9375 
 1983-09-01   7.1875 
 1983-09-02        1 
 1983-09-03     18.5 
 1983-09-04        4 
 1983-09-05   8.6875 
 1983-09-06    4.375 
 1983-09-07   0.1875 
 1983-09-08        0 
 1983-09-09        0 
 1983-09-10        0 
 1983-09-11        4 
 1983-09-12   7.0625 
 1983-09-13   0.8125 
 1983-09-14     11.5 
 1983-09-15    3.625 
 1983-09-16   0.3125 
 1983-09-17        0 
 1983-09-18        0 
 1983-09-19        0 
 1983-09-20        0 
 1983-09-21    0.125 
 1983-09-22        0 
 1983-09-23   0.9375 
 1983-09-24        0 
 1983-09-25        0 
 1983-09-26   2.8125 
 1983-09-27   0.3125 
 1983-09-28   0.9375 
 1983-09-29        0 
 1983-09-30        0 
 1983-10-01        0 
 1983-10-02        0 
 1983-10-03        0 
 1983-10-04        0 
 1983-10-05        0 
 1983-10-06        0 
 1983-10-07        0 
 1983-10-08        0 
 1983-10-09        0 
 1983-10-10   0.0625 
 1983-10-11        0 
 1983-10-12     4.75 
 1983-10-13   0.0625 
 1983-10-14        0 
 1983-10-15        0 
 1983-10-16   3.1875 
 1983-10-17        0 
 1983-10-18        0 
 1983-10-19        0 
 1983-10-20        0 
 1983-10-21        0 
 1983-10-22        0 
 1983-10-23        0 
 1983-10-24        0 
 1983-10-25   0.6875 
 1983-10-26      0.5 
 1983-10-27        0 
 1983-10-28        0 
 1983-10-29        0 
 1983-10-30        0 
 1983-10-31        0 
 1983-11-01        0 
 1983-11-02        0 
 1983-11-03        0 
 1983-11-04        0 
 1983-11-05   0.9375 
 1983-11-06   7.0625 
 1983-11-07   0.1875 
 1983-11-08        0 
 1983-11-09        0 
 1983-11-10        0 
 1983-11-11     7.25 
 1983-11-12   18.375 
 1983-11-13   6.1875 
 1983-11-14        0 
 1983-11-15   1.6875 
 1983-11-16   23.375 
 1983-11-17    0.125 
 1983-11-18   0.4375 
 1983-11-19   0.5625 
 1983-11-20        0 
 1983-11-21        0 
 1983-11-22        0 
 1983-11-23        0 
 1983-11-24        0 
 1983-11-25        0 
 1983-11-26        0 
 1983-11-27        0 
 1983-11-28        0 
 1983-11-29        0 
 1983-11-30        0 
 1983-12-01        0 
 1983-12-02        0 
 1983-12-03    0.625 
 1983-12-04   0.3125 
 1983-12-05        0 
 1983-12-06        0 
 1983-12-07        0 
 1983-12-08        0 
 1983-12-09        0 
 1983-12-10        0 
 1983-12-11        0 
 1983-12-12        0 
 1983-12-13        0 
 1983-12-14        0 
 1983-12-15        0 
 1983-12-16        0 
 1983-12-17        0 
 1983-12-18        0 
 1983-12-19        0 
 1983-12-20        0 
 1983-12-21   0.0625 
 1983-12-22   0.3125 
 1983-12-23        0 
 1983-12-24        0 
 1983-12-25      2.5 
 1983-12-26        1 
 1983-12-27   1.6875 
 1983-12-28   0.5625 
 1983-12-29   2.9375 
 1983-12-30  12.3125 
 1983-12-31      0.5 
